Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3
5550,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,1:14,512,0.759027778,total:2342,5,4,Basic Books,93,2005,en-US,Richard P. Feynman,4.25,0.125,0.957638889,738206369,0.358333333
5551,Feynman's Thesis - A New Approach to Quantum Theory,1:00,119,4:16,total:46,23,8,World Scientific Publishing Company,1,2005,,Laurie M. Brown,4.17,2:02,5:20,9812563806,3:08
5552,QED: The Strange Theory of Light and Matter,0.190277778,158,3.561805556,total:15151,21,10,Princeton University Press,326,1988,eng,Richard P. Feynman,4.24,0.40625,5.352083333,691024170,1.636111111
5554,Kiffe Kiffe Demain (French Edition),0.084027778,182,0.65625,total:2195,1,10,French & European Publications,1,2005,fre,Faïza Guène,3.41,0.301388889,0.425694444,785990232,0.681944444
5558,iWoz,0.358333333,313,3.543055556,total:14234,17,9,W. W. Norton  Company,374,2006,en-GB,Steve Wozniak,3.87,0.722916667,3.450694444,393061434,2.434722222
5560,Jack: Straight from the Gut,0.377083333,14,3.626388889,total:13655,1,1,Recorded Books,2,2001,,Jack Welch,3.81,0.715277778,2.9875,1402501900,2.401388889
5561,Hablando Claro,0.377083333,598,3.626388889,total:13655,1,4,Punto de Lectura,0,2003,,Jack Welch,3.81,0.715277778,2.9875,8466310495,2.401388889
5562,Winning [Ganar],1.142361111,395,4:12867,total:37582,1,10,Vergara,12,2005,,Jack Welch,3.83,1.752083333,5:11938,8466621091,6.228472222
5563,Winning: The Answers: Confronting 74 of the Toughest Questions in Business Today,1:11,272,0.245833333,total:301,31,10,Harper Business,18,2006,,Jack Welch,3.68,2:27,0.256944444,61241490,0.179861111
5564,29 Leadership Secrets from Jack Welch,1:04,108,0.213888889,total:162,19,10,McGraw-Hill Education,14,2002,,Robert Slater,3.85,2:06,5:42,71409378,3:42
5566,Jack Welch and the 4 E's of Leadership: How to Put Ge's Leadership Formula to Work in Your Organizaion,1:02,256,4:38,total:104,21,5,McGraw-Hill Education,13,2005,,Jeffrey A. Krames,3.7,2:09,5:24,71457801,3:31
5567,What Makes a Leader?: A Leading With Emotional Intelligence Conversation with Jack and Suzy Welch,1:04,0,0.2625,total:337,3,10,Macmillan Audio,3,2006,,Daniel Goleman,3.84,2:21,0.26875,1593979738,0.185416667
5568,Jack Welch on Leadership: Abridged from Jack Welch and the GE Way,1:01,154,4:21,total:50,19,2,McGraw-Hill Companies,2,2004,,Robert Slater,3.6,2:05,5:08,71435271,3:15
5569,"The Jack Welch Lexicon of Leadership: Over 250 Terms, Concepts, Strategies & Initiatives of the Legendary Leader",1:03,224,4:13,total:37,1,8,McGraw-Hill,3,2001,,Jeffrey A. Krames,3.43,2:05,5:07,71381406,3:09
5571,Cradle to Cradle: Remaking the Way We Make Things,0.088194444,193,2.810416667,total:9761,22,4,North Point Press,830,2002,eng,William McDonough,4.11,0.328472222,2.808333333,865475873,1.368055556
5572,"Cat's Cradle: A Book of String Figures [With Three Colored Cords] Johnson, Anne Akers ( Author ) May-01-2009 Spiral",1:00,36,4:33,total:94,1,5,,14,2009,,Anne Akers Johnson,4,2:07,5:34,1878257536,3:20
5573,"Cradle of Flavor: Home Cooking from the Spice Islands of Indonesia, Singapore, and Malaysia",1:06,384,0.257638889,total:418,17,8,W. W. Norton  Company,18,2006,,James Oseland,4.15,2:19,0.340277778,393054772,0.175
5574,"Empty Cradle, Broken Heart: Surviving the Death of Your Baby",1:05,288,0.266666667,total:361,1,2,Fulcrum Publishing,58,1996,,Deborah L. Davis,4.24,2:09,0.320138889,1555913024,3:42
5575,Cradle and All,0.555555556,384,4:10591,total:30578,1,2,Vision,876,2001,eng,James Patterson,3.86,1.408333333,6.831944444,446609404,5.542361111
5576,Cradle of Violence: How Boston's Waterfront Mobs Ignited the American Revolution,1:00,288,4:10,total:26,1,4,Wiley,2,2006,,Russell Bourne,3.73,2:01,5:05,471675512,3:10
5578,Cradle & Crucible: History and Faith in the Middle East,1:00,224,4:19,total:37,1,2,National Geographic Society,1,2004,,Daniel Schorr,3.81,2:01,5:06,792265971,3:11
5579,"Eat, Drink, and Be Healthy: The Harvard Medical School Guide to Healthy Eating",1:18,352,0.582638889,total:1495,7,7,Free Press,140,2005,,Walter C. Willett,4.06,0.125694444,0.586111111,743266420,0.314583333
5581,"Eat, Drink and Be Healthy: A Guide to Healthful Eating and Weight Control",1:00,414,4:00,total:1,1,9,Fulcrum Group,0,1994,,Janet M. Chiavetta,3,2:00,5:00,1555911994,3:01
5583,"One Day in History: July 4, 1776",1:00,288,4:01,total:5,31,10,Smithsonian,1,2006,,Rodney P. Carlisle,4.4,2:00,5:03,61120324,3:01
5584,Voices of 1776: The Story of the American Revolution in the Words of Those Who Were There,1:00,448,4:11,total:19,31,10,Plume,1,1991,,Richard  Wheeler,4.21,2:00,5:06,452010780,3:02
5585,"The Creation of the American Republic, 1776-1787",1:45,675,0.539583333,total:1851,6,4,Omohundro Institute and University of North Carolina Press,44,1998,eng,Gordon S. Wood,4.12,0.154861111,0.811111111,807847232,0.331944444
5586,"America's First Battles, 1775-1965",1:01,432,4:32,total:74,16,12,University Press of Kansas,8,1986,,Charles E. Heller,3.78,2:06,5:17,700602771,3:18
5587,"Power, Faith, and Fantasy: America in the Middle East 1776 to the Present",1:17,832,0.652083333,total:1723,16,1,W. W. Norton  Company,216,2007,eng,Michael B. Oren,3.98,0.139583333,0.59375,393058263,0.382638889
5589,Death and Money in the Afternoon: A History of the Spanish Bullfight,1:01,292,4:05,total:17,7,6,"Oxford University Press, USA",0,2001,,Adrian Shubert,3.18,2:04,5:02,195144120,3:05
5593,Morality: An Introduction to Ethics,1:04,120,0.220138889,total:198,30,7,Cambridge University Press,12,1993,,Bernard Williams,3.59,2:20,5:34,521457297,0.16875
5594,On Opera,1:01,176,4:03,total:15,16,11,Yale University Press,3,2006,,Bernard Williams,4,2:00,5:07,300089767,3:04
5595,Problems of the Self: Philosophical Papers 1956 1972,1:00,276,4:29,total:58,25,3,Cambridge University Press,2,1976,en-US,Bernard Williams,3.97,2:01,5:14,521290600,3:14
5596,Shame and Necessity,1:01,254,4:56,total:155,19,10,University of California Press,16,1994,,Bernard Williams,4.17,2:05,0.254166667,520088301,3:27
5597,Philosophy as a Humanistic Discipline,1:00,264,4:08,total:23,1,1,Princeton University Press,0,2006,,Bernard Williams,4.35,2:01,5:12,691124264,3:02
5598,Moral Luck: Philosophical Papers 1973-1980,1:02,188,4:54,total:120,12,3,Cambridge University Press,5,1981,eng,Bernard Williams,4.1,2:02,5:42,521286913,3:20
5599,Ethics and the Limits of Philosophy,1:07,230,0.334722222,total:618,15,3,Harvard University Press,20,1986,en-US,Bernard Williams,4.06,2:25,0.364583333,067426858X,0.207638889
5600,Making Sense of Humanity: And Other Philosophical Papers 1982 1993,1:00,264,4:03,total:10,7,6,Cambridge University Press,0,1995,,Bernard Williams,3.8,2:01,5:03,521472792,3:03
5601,Truth and Truthfulness: An Essay in Genealogy,1:02,344,4:40,total:99,22,2,Princeton University Press,8,2004,,Bernard Williams,3.57,2:10,5:15,691117918,3:32
5602,Descartes: The Project of Pure Enquiry,1:01,308,4:13,total:50,16,5,Routledge,0,2005,,Bernard Williams,3.84,2:03,5:17,041535627X,3:16
5603,Female Quixotism: Exhibited in the Romantic Opinions and Extravagant Adventures of Dorcasina Sheldon,1:06,332,4:35,total:123,5,3,"Oxford University Press, USA",9,1992,,Tabitha Gilman Tenney,3.38,2:20,5:22,195074149,3:40
5604,Internal Rhetorics: Toward a History and Theory of Self-Persuasion,1:00,184,4:02,total:3,7,11,Southern Illinois University Press,0,2001,,Jean Nienkamp,3.67,2:00,5:00,809324067,3:01
5606,On Rhetoric and Language: Four Key Dialogues,1:00,232,4:06,total:10,1,7,Routledge,1,1999,eng,Jean Nienkamp,4.2,2:00,5:03,1880393336,3:01
5607,Brazilian Immigrants in the United States: Cultural Imperialism and Social Class,1:00,260,4:01,total:3,18,1,LFB Scholarly Publishing,0,2006,,Bernadete Beserra,4.67,2:00,5:02,1593321562,3:00
5613,Contes Du Marais,1:00,63,4:00,total:0,1,1,Geste Editions,0,1994,,Bernadéte Bidaude,0,2:00,5:00,2905061847,3:00
5621,"Living Without Philosophy: On Narrative, Rhetoric, and Morality",1:00,352,4:01,total:2,16,7,State University of New York Press,0,1998,,Peter Levine,4.5,2:00,5:01,791438988,3:00
5622,Mouse Morality: The Rhetoric of Disney Animated Film,1:01,200,4:09,total:33,1,12,University of Texas Press,2,2002,,Annalee R. Ward,3.33,2:04,5:04,292791534,3:15
5623,Arguing about Sex: The Rhetoric of Christian Sexual Morality,1:00,365,4:01,total:1,1,7,State University of New York Press,0,1995,,Joseph Monti,4,2:00,5:00,791424804,3:00
5626,Hi Bob!: A Self-Help Guide to the Bob Newhart Show,1:00,229,4:04,total:11,1,7,St. Martin's Press,2,1997,,Joey Green,4.18,2:01,5:05,312143540,3:01
5631,Academic Charisma and the Origins of the Research University,1:00,576,4:13,total:28,16,1,University of Chicago Press,3,2006,,William Clark,4.04,2:00,5:08,226109216,3:07
5632,Theories of Personality,1:12,608,0.291666667,total:483,29,5,McGraw-Hill Humanities/Social Sciences/Languages,1,2001,,Jess Feist,4.01,2:24,0.33125,72316799,0.1875
5634,The Psychology of Science and the Origins of the Scientific Mind,1:00,336,4:06,total:11,11,3,Yale University Press,2,2006,,Gregory J. Feist,3.91,2:00,5:02,030011074X,3:03
5635,The Norton Anthology of Modern and Contemporary Poetry,1:02,1136,0.248611111,total:308,17,4,W. W. Norton  Company,22,2003,eng,Jahan Ramazani,4.23,2:09,0.303472222,039332429X,3:42
5636,"Behold the Child: American Children and Their Books, 1621-1922",1:00,239,4:05,total:9,1,1,Johns Hopkins University Press,2,1995,,Gillian Avery,4.11,2:01,5:03,801850665,3:00
5638,To Tame a Sister,1:00,255,4:03,total:10,24,9,Viking Children's Books,0,1973,,Gillian Avery,4.1,2:00,5:04,670717770,3:03
5642,The Italian Spring (Bodley Bookshelf),1:01,252,4:03,total:12,3,4,Bodley Head,0,1986,,Gillian Avery,3.08,2:04,5:02,370307119,3:02
5651,The Hole In The Walland Other Stories;,1:00,161,4:00,total:0,1,1,"Oxford University Press, USA",0,1968,,Gillian Avery,0,2:00,5:00,192712810,3:00
5653,The Elephant War,1:01,256,4:12,total:21,1,10,Jane Nissen Books,3,2000,eng,Gillian Avery,3.67,2:02,5:03,1903252040,3:03
5654,The Best Type of Girl: A History of Girls' Independent Schools,1:00,410,4:02,total:5,1,1,Andre Deutsch,1,1991,,Gillian Avery,4.2,2:00,5:02,233986421,3:01
5655,A Very Pretty Story,1:00,78,4:00,total:1,15,3,"Bodleian Library, University of Oxford",0,2005,,Jane    Johnson,2,2:01,5:00,1851240659,3:00
5659,The Wind in the Willows,2.431944444,197,4:57317,total:169596,27,10,Penguin Books,3542,2005,eng,Kenneth Grahame,3.99,6.1875,5:63010,143039091,3:37037
5660,The Everyman Anthology of Poetry for Children,1:01,379,4:05,total:23,27,9,Everyman's Library,5,1994,eng,Gillian Avery,4.09,2:00,5:11,679436340,3:06
5661,Holiday Romance and Other Writings for Children,1:07,368,4:37,total:168,1,5,Everyman Paperback Classics,3,1995,eng,Charles Dickens,3.32,2:28,5:29,460876015,0.171527778
5663,Language Is Sermonic: Richard M. Weaver on the Nature of Rhetoric,1:00,240,4:06,total:25,19,7,Louisiana State University Press,2,1985,,Richard L. Johannesen,4.28,2:02,5:14,807112216,3:03
5664,The Southern Essays of Richard M. Weaver,1:01,288,4:17,total:52,30,1,Liberty Fund Inc.,5,1999,,Richard M. Weaver,4.27,2:01,5:26,865970580,3:07
5665,Ideas Have Consequences,1:26,198,0.436111111,total:1178,28,9,University Of Chicago Press,106,1984,eng,Richard M. Weaver,4.16,2:35,0.579166667,226876802,0.260416667
5666,"Richard M. Weaver, 1910-1963: A Life of the Mind",1:00,232,4:01,total:1,1,12,University of Missouri,1,1995,,Fred D. Young,4,2:00,5:00,826210309,3:00
5667,"In Defense of Tradition: Collected Shorter Writings of Richard M. Weaver, 1929–1963",1:00,861,4:13,total:32,30,1,Liberty Fund Inc.,2,2001,,Richard M. Weaver,4.34,2:02,5:16,865972834,3:01
5668,Barbarians in the Saddle: Intellectual Biography of Richard M. Weaver,1:00,161,4:00,total:0,30,1,Routledge,0,1997,,Joseph Scotchie,0,2:00,5:00,1560003219,3:00
5670,Steps Toward Restoration: The Consequences of Richard Weaver's Ideas,1:00,302,4:02,total:6,1,4,Intercollegiate Studies Institute,1,2000,,Marion Montgomery,4.17,2:01,5:03,1882926269,3:00
5671,The Ethics of Rhetoric,1:01,240,4:28,total:73,3,11,Routledge,9,1995,eng,Richard M. Weaver,4.14,2:05,5:31,961180021,3:08
5673,"Sade, His Ethics And Rhetoric",1:00,249,4:00,total:1,1,7,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",0,1989,,Colette Verger Michael,2,2:01,5:00,820408840,3:00
5674,"Etica, Retórica, Política",1:00,139,4:01,total:3,1,1,Alianza Editorial,0,1995,,Victoria Camps,3.33,2:00,5:00,8420625574,3:02
5675,Enforcing the Work Ethic: Rhetoric and Everyday Life in a Work Incentive Program,1:00,252,4:00,total:0,22,1,State University of New York Press,0,1991,,Gale Miller,0,2:00,5:00,791404242,3:00
5676,Living to Tell about It: A Rhetoric and Ethics of Character Narration,1:00,236,4:19,total:41,31,8,Cornell University Press,5,2004,,James   Phelan,4.1,2:00,5:13,801489288,3:09
5678,Manliness,1:18,304,4:54,total:216,11,3,Yale University Press,30,2006,eng,Harvey Mansfield,3.38,2:31,5:48,300106645,0.170138889
5679,"Manliness and Civilization: A Cultural History of Gender and Race in the United States, 1880-1917",1:09,322,0.336805556,total:666,1,11,University of Chicago Press,24,1996,,Gail Bederman,4.03,2:31,0.378472222,226041395,0.219444444
5682,"Manliness and Its Discontents: The Black Middle Class and the Transformation of Masculinity, 1900-1930",1:00,400,4:11,total:26,12,4,University of North Carolina Press,3,2004,,Martin Summers,3.58,2:04,5:04,807855197,3:07
5684,"Manliness and Masculinities in Nineteenth-Century Britain: Essays on Gender, Family and Empire",1:00,232,4:02,total:13,14,11,Routledge,2,2004,,John Tosh,3.46,2:02,5:03,582404495,3:06
5686,The Eternal Husband and Other Stories,1:18,349,0.824305556,total:2460,5,9,Bantam Classics,47,2000,,Fyodor Dostoyevsky,4.15,0.125694444,0.897222222,553214446,0.431944444
5688,The Aesthetic Face of Being: Art in the Theology of Pavel Florensky,1:00,101,4:00,total:8,1,1,St. Vladimir's Seminary Press,0,1993,,Victor Bychkov,4.25,2:00,5:05,881411272,3:03
5692,Crime and Punishment,1:12252,564,4:176299,total:586002,3,1,Vintage Books,120,1998,eng,Fyodor Dostoyevsky,4.21,2:25131,5:292535,,3:79785
5693,Selected Stories of Anton Chekhov,0.177083333,467,6.532638889,total:29095,31,10,Modern Library,473,2000,eng,Anton Chekhov,4.36,0.514583333,5:15708,553381008,2.488888889
5694,Mother Maria Skobtsova: Essential Writings,1:00,192,4:24,total:63,1,10,Orbis Books,9,2002,eng,Maria Skobtsova,4.32,2:01,5:30,1570754365,3:08
5695,Demons,0.326388889,733,4:11256,total:35386,1,8,Vintage,705,1995,eng,Fyodor Dostoyevsky,4.27,0.841666667,5:17824,,3.461111111
5696,What is Art?,0.083333333,230,0.677777778,total:2010,31,8,Penguin Classics,24,1995,eng,Leo Tolstoy,3.73,0.200694444,0.561111111,140446427,0.497916667
5697,The Complete Short Novels,0.086111111,548,2.219444444,total:10896,18,8,Vintage Classics,119,2005,eng,Anton Chekhov,4.47,0.204166667,4.855555556,140003292X,0.826388889
5698,The Double and The Gambler,1:18,344,0.877777778,total:2694,16,1,Vintage Classics,99,2007,eng,Fyodor Dostoyevsky,4.15,0.145833333,0.976388889,375719016,0.441666667
5699,The Master and Margarita,2.809027778,412,4:60535,total:224437,1,1,Penguin Classics,323,2001,eng,Mikhail Bulgakov,4.3,6.164583333,5:123570,,3:27590
5700,The Adolescent,0.098611111,647,1.675694444,total:5595,7,12,Vintage,162,2004,eng,Fyodor Dostoyevsky,3.94,0.273611111,1.432638889,375719008,1.029861111
5702,The Dreams of Two Yi-Min,1:00,220,4:03,total:8,1,2,University of Hawaii Press,0,1989,,Margaret K. Pai,3.88,2:00,5:02,824811798,3:03
5703,Basque Gender Studies,1:00,371,4:01,total:2,1,12,University of Nevada Press,0,2004,,Margaret Bullen,4.5,2:00,5:01,187780231X,3:00
5704,Thousand Pieces of Gold,1:26,352,0.592361111,total:1585,25,8,Beacon Press,185,2004,,Ruthanne Lum McCunn,3.77,0.141666667,0.465972222,080708381X,0.465972222
5705,A Thousand Pieces of Gold: My Discovery of China's Character in Its Proverbs,1:13,272,0.321527778,total:620,31,8,,44,2003,,Adeline Yen Mah,3.84,2:44,0.335416667,60006412,0.234027778
5706,To the Ends of the Earth: The Great Travel and Trade Routes of Human History,1:00,472,4:00,total:2,1,11,Facts on File,0,1984,,Irene M. Franck,2.5,2:01,5:00,871966476,3:01
5707,Africans in America: 1619-1865,1:00,32,4:00,total:2,1,9,Capstone Press,0,2002,,Kay Melchisedech Olson,3,2:00,5:00,736812040,3:02
5708,"Worlds of Food: Place, Power, and Provenance in the Food Chain",1:00,240,4:00,total:2,9,3,"Oxford University Press, USA",0,2006,,Kevin Morgan,3,2:00,5:00,199271585,3:02
5709,Bodies From the Ash: Life and Death in Ancient Pompeii (Outstanding Science Trade Books for Students K-12 (Awards)),1:03,48,0.218055556,total:200,24,10,Houghton Mifflin,33,2005,,James M. Deem,4.08,2:01,0.259722222,618473084,3:48
5710,Bazaars of Chinese Turkestan: Life and Trade Along the Old Silk Road,1:00,144,4:02,total:4,2,10,"Oxford University Press, USA",0,1997,,Peter Yung,4.5,2:00,5:02,019590270X,3:00
5711,Combat Zone: True Tales of GI's in Iraq,1:04,120,4:01,total:12,1,7,Marvel Comics Group,2,2005,,Karl Zinsmeister,2.67,2:01,5:02,785115161,3:04
5712,If I Die in a Combat Zone,0.130555556,208,2.741666667,total:8583,7,4,Flamingo,0,2003,eng,Tim O'Brien,3.95,0.33125,1.970833333,7162995,1.411111111
5713,If I Die In A Combat Zone,0.130555556,208,2.741666667,total:8583,24,4,Flamingo,4,1995,eng,Tim O'Brien,3.95,0.33125,1.970833333,586087990,1.411111111
5714,Combat Zone,1:00,308,4:02,total:2,1,6,Lulu Press,0,2006,,John S. Hardin,4,2:00,5:00,1847280102,3:00
5718,In The Combat Zone: Special Forces Since 1945,1:00,388,4:03,total:7,1,3,New York University Press,0,1998,,Robin Neillands,3.71,2:00,5:01,814757952,3:03
5720,"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",0.44375,912,4:16582,total:45903,1,9,Berkley Books,916,1999,eng,Tom Clancy,4.09,1.447222222,5:18257,425170349,6.042361111
5721,Tom Clancy's Rainbow Six: Lockdown: Prima Official Game Guide (Prima Official Game Guides),1:00,128,4:00,total:1,20,9,Prima Games,0,2005,,Eric Mylonas,5,2:00,5:01,761551352,3:00
5722,Tom Clancy's Rainbow Six Lockdown (PC): Prima Official Game Guide (Prima Official Game Guides),1:00,112,4:00,total:1,7,2,Prima Games,0,2006,,Joe Grant Bell,5,2:00,5:01,761553290,3:00
5724,Tom Clancy's Rainbow Six 3 (PS2): Prima's Official Strategy Guide,1:00,160,4:00,total:1,30,3,Prima Games,0,2004,,David Knight,5,2:00,5:01,761545425,3:00
5725,Tom Clancy's Rainbow Six Bundle for Red Storm: Prima's Official Strategy Guide,1:00,544,4:00,total:1,2,11,Prima Games,0,2000,,Prima Publishing,5,2:00,5:01,076153458X,3:00
5728,"Child of War, Woman of Peace",1:06,388,0.219444444,total:204,1,12,Anchor,22,1993,eng,Le Ly Hayslip,3.79,2:10,5:54,385471475,3:58
5729,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,1:28,400,0.9625,total:2912,1,11,Plume,257,1993,eng,Le Ly Hayslip,4.13,0.15,1.002083333,452271681,0.471527778
5733,"Cultural Changes in Attitudes Toward Death, Dying, and Bereavement",1:01,208,4:01,total:2,18,11,Springer Publishing Company,1,2004,,Cynthia A. Peveto,2.5,2:00,5:00,826127967,3:00
5735,Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,1:01,208,4:31,total:88,1,6,University of Washington Press,4,2000,en-US,Craig Scharlin,4.22,2:02,5:40,295979844,3:14
5736,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,0.095138889,424,2.249305556,total:8074,3,2,Delta,456,2004,eng,Anne Moody,4.13,0.265972222,2.491666667,385337817,1.129861111
5738,I'm Too Young To Be Seventy,1:09,64,0.240277778,total:297,12,10,Simon  Schuster,45,2005,en-US,Judith Viorst,3.92,2:15,0.277777778,743267745,0.171527778
5740,"The Major Arcana (Seventy-Eight Degrees of Wisdom: A Book of Tarot, #1)",1:00,128,4:17,total:49,31,7,Thorsons Publishers,4,1999,,Rachel Pollack,4.22,2:03,5:23,085030220X,3:06
5741,The Seventy Faces of Torah: The Jewish Way of Reading the Sacred Scriptures,1:00,256,4:02,total:12,2,5,Paulist Press,1,2005,,Stephen M. Wylen,4,2:00,5:05,809141795,3:05
5743,Seventy-Seven Clocks (Bryant & May #3),1:32,496,0.986805556,total:2726,29,11,Bantam Books,189,2005,eng,Christopher Fowler,3.89,0.185416667,0.718055556,553587153,0.563888889
5744,"The Seventies: The Great Shift In American Culture, Society, And Politics",1:11,352,0.297222222,total:482,18,4,Da Capo Press,48,2002,,Bruce J. Schulman,3.71,2:36,0.282638889,030681126X,0.222222222
5746,Asian Americans: An Interpretive History,1:03,242,4:24,total:81,1,1,Twayne Publishers,5,1991,,Sucheng Chan,3.64,2:08,5:21,805784268,3:25
5747,Hmong Means Free: Life in Laos and America,1:00,267,4:07,total:26,27,4,Temple University Press,0,1994,,Sucheng Chan,3.46,2:03,5:04,1566391636,3:12
5748,Asian Californians,1:00,236,4:00,total:0,1,1,Materials for Today's Learning,0,1991,,Norris Hundley Jr.,0,2:00,5:00,929651006,3:00
5749,"Chinese American Transnationalism: The Flow of People, Resources",1:00,312,4:01,total:3,28,12,Temple University Press,0,2005,,Sucheng Chan,4.67,2:00,5:02,1592134351,3:00
5750,Remapping Asian American History,1:00,304,4:01,total:2,22,10,Altamira Press,0,2003,,Sucheng Chan,3.5,2:00,5:00,759104808,3:01
5751,Survivors: CAMBODIAN REFUGEES IN THE UNITED STATES,1:00,376,4:01,total:7,5,5,University of Illinois Press,1,2004,,Sucheng Chan,4.57,2:00,5:05,252071794,3:01
5752,The Blank Slate: The Modern Denial of Human Nature,0.397222222,528,5.029166667,total:20302,26,8,Penguin Books,727,2003,eng,Steven Pinker,4.08,0.765277778,6.111805556,142003344,2.420138889
5753,Words and Rules: The Ingredients of Language,1:26,397,0.590972222,total:1642,1,10,,71,2000,eng,Steven Pinker,3.9,0.145138889,0.560416667,753810255,0.409027778
5755,The Language Instinct: How the Mind Creates Language,0.28125,448,4.897916667,total:17577,7,11,Harper Perennial Modern Classics,702,2000,eng,Steven Pinker,4.03,0.629861111,4.649305556,60958332,2.372916667
5756,Learnability and Cognition: The Acquisition of Argument Structure,1:05,432,4:21,total:62,28,8,Bradford Book,1,1991,eng,Steven Pinker,3.76,2:02,5:19,262660733,3:15
5758,Language Learnability and Language Development,1:01,435,4:08,total:23,1,2,Harvard University Press,0,1996,,Steven Pinker,4.04,2:02,5:10,674510534,3:02
5759,Fight Club,4.270138889,218,4:170111,total:475330,17,10,W.W. Norton & Company (NYC),9690,2005,eng,Chuck Palahniuk,4.19,2:15954,5:212831,393327345,3:70345
5760,Fight Club Politics: How Partisanship Is Poisoning the U.S. House of Representatives,1:00,168,4:12,total:29,17,3,Rowman & Littlefield Publishers,5,2006,,Juliet Eilperin,3.83,2:04,5:08,742551180,3:05
5762,Steve Wozniak: A Wizard Called Woz,1:00,72,4:03,total:9,1,6,Lerner Publications,1,1994,,Rebecca Gold,3.22,2:03,5:01,822528819,3:02
5764,"Steve Jobs, Steve Wozniak, and the Personal Computer",1:01,32,4:03,total:32,1,9,Capstone Press,5,2006,,Donald B. Lemke,3.44,2:03,5:08,736864881,3:17
5766,BSD Hacks,1:00,450,4:17,total:44,31,5,O'Reilly Media,5,2004,en-US,Lavigne,3.8,2:02,5:10,596006799,3:15
5767,The Design and Implementation of the 4.4 BSD Operating System,1:00,608,4:23,total:74,30,4,Addison-Wesley Professional,3,1996,,Marshall Kirk McKusick,4.49,2:01,5:44,201549794,3:06
5768,Absolute BSD: The Ultimate Guide to Freebsd,1:00,612,4:17,total:36,8,7,No Starch Press,2,2002,,Michael W. Lucas,4.14,2:00,5:12,1886411743,3:07
5769,BSD Sockets Programming from a Multi-Language Perspective,1:00,444,4:00,total:2,30,9,Charles River Media,0,2003,,M. Tim Jones,3,2:00,5:00,1584502681,3:02
5770,The Design and Implementation of the 4.3BSD UNIX Operating System,1:00,471,4:09,total:27,1,6,Addison Wesley Publishing Company,2,1989,eng,Samuel J. Leffler,4.26,2:01,5:13,201061961,3:04
5771,The Design and Implementation of the 4.3BSD UNIX Operating System Answer Book,1:00,85,4:01,total:5,1,3,Addison Wesley Publishing Company,0,1991,,Samuel J. Leffler,3.6,2:00,5:01,201546299,3:03
5772,Designing BSD Rootkits: An Introduction to Kernel Hacking,1:00,136,4:20,total:43,1,4,Penguin Random House LLC (No Starch),1,2007,,Joseph Kong,4.21,2:00,5:16,1593271425,3:07
5774,BSD-Lite 4.4 CD-ROM Companion,1:00,112,4:00,total:0,1,1,O'Reilly Media,0,2006,,Computer Systems Research Group,0,2:00,5:00,1565920929,3:00
5776,Choke,1:26,352,0.896527778,total:2804,12,9,HarperTorch,96,1996,eng,Stuart Woods,3.84,0.178472222,0.729861111,61094226,0.707638889
5777,Choke Point: A Brinker Mystery (Brinker P.I.),1:01,272,4:08,total:19,5,10,St. Martin's Minotaur,0,2004,eng,James C. Mitchell,3.26,2:01,5:00,312315325,3:09
5779,Art to Choke Hearts and Pissing in the Gene,1:00,254,0.261805556,total:366,12,12,2.13.61 Publications,1,1996,,Henry Rollins,3.88,2:22,0.279861111,188098510,0.197222222
5782,Choke Point,1:00,404,4:22,total:55,30,1,Pocket Books,0,2007,,Jay MacLarty,4,2:03,5:18,141650348X,3:12
5784,Choke Point: WW III,1:00,432,4:14,total:62,30,3,Ballantine Books,1,2004,,Ian Slater,3.53,2:09,5:14,345453778,3:25
5786,"The Mystery of the Aleph: Mathematics, the Kabbalah, and the Search for Infinity",1:11,258,0.338888889,total:674,1,9,Washington Square Press,48,2001,,Amir D. Aczel,3.85,2:49,0.345833333,743422996,0.241666667
5787,The Aleph and Other Stories,0.206944444,210,5.930555556,total:28658,27,7,Penguin Classics,473,2004,eng,Jorge Luis Borges,4.38,0.61875,5:16237,142437883,2.286111111
5790,"Liber Aleph Vel CXI: The Book of Wisdom or Folly, in the Form an Epistle of 666, the Great Wild Beast to His Son 777, Being the Equinox, Volume III Number VI",1:00,220,0.215972222,total:272,1,6,Weiser Books,7,1991,,Aleister Crowley,4.27,2:16,0.309027778,877287295,3:40
5792,Aleph-Bet Yoga,1:01,128,4:01,total:7,1,2,Jewish Lights Publishing,0,2002,,Steven A. Rapp,3.43,2:02,5:03,1580231624,3:00
5794,El Aleph,0.206944444,253,5.930555556,total:28658,1,9,Planeta Publishing,9,2007,spa,Jorge Luis Borges,4.38,0.61875,5:16237,9500425998,2.286111111
5797,Vanity Fair,2.429861111,867,4:38400,total:112806,30,1,Penguin Books,2316,2003,eng,William Makepeace Thackeray,3.79,6.264583333,5:33026,141439831,3:29040
